Course_Code,Course_Name_TH,Course_Name_EN,Description_TH,Description_EN,IS_ELECTIVE,Learning Outcome,Credits
INT201,,CLIENT-SIDE WEB PROGRAMMING I,"โมเดลการสร้างโปรแกรมประยุกต์แบบเว็บเชิงโต้ตอบอย่างง่าย: โมเดลฝั่งไคลเอนต์ และโมเดลฝั่ง
 เซิร์ฟเวอร์ พื้นฐานการเขียนโปรแกรมภาษาจาวาสคริปต์: ชนิดข้อมูล นิพจน์ ข้อความสั่ง โครงสร้างข้อมูล 
85 
ฟังก์ชัน และวัตถุ; การเขียนโปรแกรมฝั่งไคลเอนต์ด้วยดอม: วัตถุวินโดว์ เอกสาร และเหตุการณ์; คุกกี้ เอ
 แจ็กซ์และเจสัน","Simple interactive web-based application implementation models: client-side model and 
server-side model. Basic JavaScript programming: data types, expressions, statements, data 
structures, functions, and objects. Client-side programming using Document Object Model (DOM): 
window, document and event objects. Cookies. Asynchronous JavaScript and XML ( Ajax) . 
JavaScript Object Notation (JSON).  
Course Learning Outcomes 
1. Describe how scripting languages are used for web scripting, server-side scripting, and 
operating system scripting, several web technologies such as dynamic HTML and the 
client-side model, server-side model, how the Fair Information Practices apply to personal 
information and how online entities collect and use personal information. 
2. Write, debug, and test a script that includes selection, repetition, and parameter passing. 
3. Develop a web or mobile application that 
a. uses industry-standard technologies, 
b. integrates serialized data in a structured format such as XML or JSON both 
synchronously and asynchronously, 
c. validates data inputs on the client- and server-side as appropriate, 
d. uses cookies, 
e. reads or modifies data in a server-side database, and 
f. 
uses JavaScript. 
4. Express different ways for current testing standards, constraints that mobile platforms put 
on developers, including the performance vs. power tradeoff. 
5. Contrast mobile programming, web programming, and general-purpose programming. 
6. Design and implement a simple interactive web-based application (for example, a simple 
web form that collects information from the client and stores it in a file on the server).  
7. Make sense of the terms Personal Information, Personally Identifiable Information, De
Identification, Anonymization, Pseudonym, Masking, and Unmasking.  
8. Classify several categories of personal information according to privacy and disclosure 
risk. 
9. Contrast client-side with server-side security issues, policies for collecting, processing, 
storing, sharing, and disposing of personal information. 
10. Illustrate the role and limitations of encryption for protecting personal information. 
11. Make sense of policies and technologies for isolating personal data from enterprise data. 
12. Analyze approaches for controlling access to personal information. 13. Build and debug app programs using standard libraries, unit testing tools, and debuggers. 
Use collaboration tools such as GitHub to work with a team on a web or mobile 
application.  
14. Design and implement a simple interactive web-based application (for example, a simple 
web form that collects information from the client and stores it in a file on the server).  
15. Illustrate the difference between asynchronous and synchronous communication on the 
web. ",FALSE,,
INT339,,PREPARATION FOR CAREER TRAINING,"เตรียมความพร้อมในด้านต่าง ๆ ให้นักศึกษาก่อนออกฝึกประสบการณ์วิชาชีพ ระเบียบ เงื่อนไข
 ในการฝึก ลักษณะการปฏิบัติงานที่เหมาะสม การแต่งกาย บุคลิกภาพ วินัยในการปฏิบัติงาน การแก้ไข
 ปัญหาต่าง ๆ ในการฝึก  ","Prepares students for career training, rules and conditions for training, suitable jobs for 
training, how to dress, work place behavior, work discipline and how to solve various problems 
that may arise.  
Course Learning Outcomes 
1. Identify the purpose of career training 
2. Understand the professional ethic and work discipline 
3. Explain knowledge and skill preparation for training job",FALSE,,
INT350,,COOPERATIVE STUDY,"นักศึกษาทำงานตามที่ตกลงกับภาคอุตสาหกรรม ธุรกิจเอกชน หน่วยงานของรัฐ หรือองค์กรอื่น 
ๆ ที่เหมาะสม ไม่น้อยกว่า 16 สัปดาห์ นักศึกษาต้องทำรายงานประกอบ และมีการนิเทศน์จากคณาจารย์ใน
 หลักสูตร","Students will enter an experiential learning program with the industrial sector, the 
business sector, the government agencies or other organizations deemed appropriate for a period 
of at least 16 weeks. Student is required to do the report and the program provide multiple lecturer 
visitations at the cooperative site 
Course Learning Outcomes 
1. recognize the nature of business  
2. apply the theories and practices in Information Technology to project assignments  
3. do the project in real problem under supervision of professional staffs ",FALSE,,
INT370,,WORK INTEGRATED LEARNING,"นักศึกษาเข้าร่วมการเรียนรู้ เชิงประสบการณ์ในภาคอุตสาหกรรม ธุรกิจเอกชน หน่วยงานของรัฐ 
หรือองค์กรอื่น ๆ ที่เหมาะสม ไม่น้อยกว่า 24 สัปดาห์ คณาจารย์ สถานประกอบการ และนักศึกษา 
เตรียมการร่วมกันเพื่อให้เกิดประสบการณ์การทำงานตามที่คาดหวัง รายวิชานี้ให้โอกาสนักศึกษาได้เรียนรู้
 จากประสบการณ์การปฏิบัติงานจริงในสถานประกอบการ การวัดผลการเรียนรู ้และการประเมินผลจะได้รับ
 การออกแบบให้เหมาะสมกับลักษณะของงาน ","Students will enter an experiential learning program with the industrial sector, the 
business sector, the government agencies or other organizations deemed appropriate for a period 
of at least 24 weeks. Lecturers, the workplace and the student work closely together in preparing 
the expected work experience. The course gives students the opportunity to learn how to learn 
from the actual working experience. Assessment and evaluation will be specifically designed to 
suit the nature of the work.  
Course Learning Outcomes 
1. recognize the nature of business  
2. apply the theories and practices in Information Technology to project assignments  
3. do the selected project in real business under supervision of professional staffs and school 
advisiors ",FALSE,,
INT308,,SECURITY II,"บริการด้านความมั่นคง กลไกและมาตรการตอบโต้การบุกรุก คุณสมบัติด้านความมั่นคง ลักษณะ
 การบุกรุกและวิธีตรวจสอบ ระบบที่เชื่อมั่นได้สูง จุดอ่อน การคุกคามและความเสี่ยง การเข้ารหัสลับเบื้องต้น 
จุดอ่อนของระบบเว็บและโมบาย ","Security services, mechanisms and countermeasures; security properties; cyber-attacks 
and detection; high assurance systems; vulnerabilities, threats and risks; cryptography overview; 
web and mobile vulnerabilities 
Course Learning Outcomes 
1. Analyze tradeoffs among key security properties (CIA) 
2. Describe the concepts of risks, threats and vulnerabilities 
3. Explain the concepts of authentication, authorization, and access control 
4. Contrast the roles of prevention, deterrence and detection mechanisms 
5. Make sense of the concepts of trust and trustworthiness, and various aspects of high 
assurance systems, and mechanisms to achieve high assurance 
6. Use a risk management framework 
7. Use tools to identify vulnerabilities 
8. Recognize vulnerabilities for different platforms and infrastructure 
9. Exhibit comprehension of cryptography and related concepts 
10. Describe vulnerabilities and security models for web and mobile systems 
11. Describe techniques used to secure web and mobile services",FALSE,,
INT319,,IT PROFESSIONAL PRACTICE,"มุมมองและผลกระทบของการปฏิบัติแบบมืออาชีพด้านเทคโนโลยีสารสนเทศ การกำกับดูแล
 เทคโนโลยีสารสนเทศ และทรัพยากร การระบุและประเมินความเสี่ยง ประเด็นทางสิ่งแวดล้อม ประเด็นทาง
 จริยธรรม กฎหมายและความเป็นส่วนตัว สิทธิทางปัญญา การสื่อสาร การทำงานเป็นทีมและการบริหาร
 จัดการความขัดแย้ง หลักการของระบบสารสนเทศ ประเด็นด้านความเป็นมืออาชีพและความรับผิดชอบ","perspectives and impact, IT governance and resource management; risk identification 
and evaluation, environmental issues, ethical, legal, and privacy issues, intellectual property, 
communications, teamwork and conflict management, information systems principles, professional 
issues and responsibilities 
Course Learning Outcomes 
1. Analyze the role of IT governance and its effect on organizations 
2. Compare and describe various aspects of IT governance 
3. Create and justify appropriate policies and procedures to manage resources 
4. Analyze and evaluate risk to an organization 
5. Analyze and critique ways to develop green IT policies and standards 
6. Evaluate strategies for effective professional communication 
7. Illustrate several essential skills for communicating within a team environment 
8. Analyze skill sets needed to function effectively in a team environment 
9. Describe several ways that conflict management aids to build stronger teams 
10. Describe ways in which IS supports organization requirements",FALSE,,
INT322,,INFORMATION TECHNOLOGY SEMINAR II,"นักศึกษาจะต้องเข้าร่วมสัมมนาในหัวข้อที่นักศึกษาสนใจที่มีอาจารย์ประจำวิชารับรองก่อนเข้า
 ร่วมสัมมนา โดยนักศึกษาต้องมีจำนวนชั่วโมงสัมมนาไม่น้อยกว่า 15 ชั่วโมงต่อปีการศึกษา โดยเป็นสัมมนา
 ที่จัดภายในหรือภายนอกมหาวิทยาลัย และมีการจัดทำรายงานผล","Students must attend the seminars hosted by university or outside university in which 
students pursue intensive study of specialized topics at least 15 hours per academic year and 
submit the seminar report. 
Course Learning Outcomes 
1. Show active attitude toward the learning proposed by experts. 
2. Understanding IT discipline and exploring new fields of knowledge. 
3. Express the idea or knowledge gain from the seminar",FALSE,,
INT366,,INFORMATION TECHNOLOGY CAPSTONE PROJECT II,"โครงงานรวบยอดเทคโนโลยีสารสนเทศสำหรับนักศึกษาปี 4 เทอม 1 งานต่อเนื่องจากโครงงาน
 รวบยอดเทคโนโลยีสารสนเทศ 1 (INT 365) การพัฒนาระบบสารสนเทศให้เสร็จสมบูรณ์ การทดสอบ การ
 ติดตั้ง รายงานและการนำเสนอผลงาน","Information technology capstone project for senior students, continuation of Information 
Technology capstone Project I (INT 365), complete the implementation, testing, deployment, report 
and project presentation 
Course Learning Outcomes 
1. compare and evaluate various frameworks, libraries, and tools  
2. implement and deliver a completed software product with proper testing of its system 
3. deliver a good project presentation with a range of audiences.",FALSE,,
INT372,,EXPERIENTIAL LEARNING PROJECT II,"การพัฒนาระบบสารสนเทศให้เสร็จสมบูรณ์ การทดสอบ การติดตั้ง รายงานและการนำเสนอ
 ผลงาน ","Continuation of Experiential Learning Project I, complete the implementation, testing, 
installation, report and project presentation  
Course Learning Outcomes 
1. compare and evaluate various frameworks, libraries, and tools  
2. implement and deliver a completed software product with proper testing of its system 
3. deliver a good project presentation with a range of audiences.",FALSE,,
INT432,,INFORMATION TECHNOLOGY SERVICES MANAGEMENT,การบริหารบริการด้านเทคโนโลยีสารสนเทศในองค์กร การจัดหาและการเลือกผู้ให้บริการ ผู้ใช้ พฤติกรรมองค์กร และการบริหารองค์กร ข้อตกลงระดับการให้บริการ เทคโนโลยีและเทคนิคเพื่อการให้บริการ การบริหารบุคลากรด้านเทคโนโลยีสารสนเทศ การคำนวณต้นทุนของการให้บริการ ปัจจัยหลักของความสำเร็จ และตัวอย่างกรณีศึกษาของหน่วยงานที่ให้บริการเทคโนโลยีสารสนเทศ,"Management of Information Technology (IT) services in an enterprise includes acquisition and sourcing, user management, organizational behavior and management, service level agreements (SLAs), as well as techniques and technologies used to deliver IT services. It also covers IT human resource management, cost estimation, identification of critical success factors, and analysis of case studies from IT service organizations.

Course Learning Outcomes

List and describe IT services within an enterprise.

Define and formulate a Service Level Agreement (SLA) for a service.

Describe technologies and methods used to provide IT services.

Identify key success factors for IT service organizations.

Explain the ITIL (Information Technology Infrastructure Library) framework.

Explain how IT services can be continuously improved for better efficiency and quality.",TRUE,,
INT511,,FULL STACK WEB DEVELOPMENT,,,TRUE,,
INT540,, LOGISTICS AND SUPPLY CHAIN MANAGEMENT,,"Supply chain management (SCM) concepts, basic implementation of procurement to pay 
solutions, the process based functionality supported in purchasing and payables, purchasing 
process, procurement process, payables process, suppliers, approved supplier lists, requisitions, 
automatic document creation, document security, routing, approvals, basic inventory and 
purchasing setups: locations, inventory organizations, units of measure and items 
1. Demonstrate open source ERP and CRM model to analyze and audit business processes 
and needs. 
2. Demonstrate operational purchasing methods and techniques on supplier management 
and supply in specific business domains. 
3. Explain the strategic importance of logistic elements and describe how they affect supply 
chain management. 
4. Analyze the creation of new value in the supply chain for customers, society and the 
environment. ",TRUE,,
INT340,,CAREER TRAINING,"นักศึกษาทำงานตามที่ตกลงกับภาคอุตสาหกรรม ธุรกิจเอกชน หน่วยงานของรัฐ หรือองค์กรอื่น 
ๆ ที่เหมาะสม ไม่น้อยกว่า 240 ชั่วโมง นักศึกษาต้องทำรายงานประกอบ และมีการนิเทศน์จากคณาจารย์
 ในหลักสูตร ","Students will enter an experiential learning program with the industrial sector, the 
business sector, the government agencies or other organizations deemed appropriate for a period 
of at least 240 hours. Students are required to submit training report and the program provide 
lecturer visitation at the training site 
Course Learning Outcomes 
1. recognize the nature of business  
2. practice in real working environment under supervision of professional staffs  
3. apply information technology knowledge to job assignment",FALSE,,
INT492,,BLOCKCHAIN ENGINEERING,,,TRUE,,
INT104,,USER EXPERIENCE DESIGN,"กระบวนการคิดเชิงออกแบบ เทคนิคการออกแบบประสบการณ์ผู้ใช้และวิธีปฏิบัติงานที่เป็นเลิศที่ รวมถึง การรวบรวมความต้องการ การวิเคราะห์ความต้องการ การศึกษาความใช้งานได้ วิธีการทำต้นแบบ 
เทคนิคการประเมิน ปัจจัยด้านมนุษย์ การพัฒนาวิธีติดต่อผู้ใช้ที่มีประสิทธิผล จิตวิทยาการรับรู้ มาตรฐาน
 ด้านความใช้งานได้ มาตรฐานการเข้าถึงได้ เครื่องมือในการออกแบบ","Design thinking, user experience design techniques and best practices including 
requirement gathering, requirements analysis, usability studies, prototyping methods, evaluation 
techniques, human factors, developing effective interfaces, cognitive psychology, usability 
standards, accessibility standards, design tools Course Learning Outcomes 
1. Understand that the best innovations are usually the ones that address deep human needs 
which point to meaning and the human experience. 
2. Realize the importance of prototyping mind set, where iterations, trial and error, and failure 
are all part of a valuable, creative learning process.  
3. Define the meaning of user experience design. 
4. Apply a user-centered design cycle and related tools and techniques. 
5. Analyze and evaluate stakeholder needs. 
6. Explain the importance of user abilities and characteristics in the usability of products.  
7. Adapt an interface to more effectively relate to users’ characteristics. 
8. Describe how creative innovation techniques such as brainstorming can lead to optimal 
user interfaces. 
9. Describe common usability guidelines and standards",FALSE,,
INT105,,BASIC SQL,การสร้างโครงสร้างฐานข้อมูลอย่างง่าย การเขียนคำสั่งเอสคิวแอลขั้นพื้นฐาน การเขียนนิพจน์ การเรียงลำดับข้อมูล การเรียกดูข้อมูล การคัดเลือกข้อมูลโดยการใช้การดำเนินการด้านการคำนวณทางคณิตศาสตร์ ด้านการเปรียบเทียบ และด้านตรรกศาสตร์ การใช้ฟังก์ชันพื้นฐานและฟังก์ชันการรวมกลุ่มข้อมูล การดำเนินการของเซต การเรียกดูข้อมูลจากหลายตาราง และการเปลี่ยนแปลงข้อมูล,"Creating simple database structures. Writing basic Structured Query Language (SQL) 
statements, expressions, sorting, selecting data using arithmetic operations, comparison 
operations and logic operations, using basic functions and aggregate functions, set operations, 
displaying data from multiple tables and writing SQL statements to manipulate data. Course Learning Outcomes 
1. Creating and querying simple database objects and modify data using the Structured 
Query Language (SQL). 
2. Perform filtering and sorting data using various clauses including where, order by, 
between, like, group by, and having. 
3. Use joins to select data across multiple tables. 
4. Perform calculations in a query using calculated fields and aggregate functions. 
5. Demonstrate select, project, union, intersection, set difference, and natural join relational 
operations using simple example relations provided. 
6. Explain the concept of embedded SQL queries.",FALSE,,
INT107,,COMPUTING PLATFORMS TECHNOLOGY,หลักเบื้องต้นของฮาร์ดแวร์และซอฟต์แวร์ การทำงานร่วมกันของฮาร์ดแวร์และซอฟต์แวร์ การแทนข้อมูล ส่วนประกอบและหน้าที่ของฮาร์ดแวร์ การเชื่อมต่อและการสื่อสาร หลักการของระบบปฏิบัติการ ส่วนประกอบและหน้าที่ของระบบปฏิบัติการ ระบบแฟ้มข้อมูล เทคโนโลยีความเป็นเสมือน การประมวลผลแบบคลาวด์ การฝึกปฏิบัติ การฝึกติดตั้งและจัดการระบบปฏิบัติการที่ใช้ในปัจจุบัน,"Fundamentals of hardware and software, integration of hardware and software, data 
representation, hardware components and functions, interfacing and communication, operating 
system principles, operating system components and functions, file systems, virtualization 
technology, cloud computing; laboratory component: installation and administration of modern 
operating systems. 
Course Learning Outcomes 
1. Describe how the components and functions of an OS work together 
2. Demonstrate the ability to use both Windows and Unix-class systems 
3. Demonstrate the main benefits of using scripts to perform OS tasks 
4. Describe how numbers and characters are represented in a computer 
5. Produce a block diagram of the main parts of a computer 
6. Describe how a computer store and retrieves information to and from memory  
7. Compare the performance of two different computers with two different OS",FALSE,,
INT491,,INTRODUCTION TO DATA ANALYTICS AND BIG DATA,,,TRUE,,
INT491,, MANAGEMENT INFORMATION SYSTEM,,,TRUE,,
INT362,,RESEARCH PROJECT II,"โครงงานรวบยอดเทคโนโลยีสารสนเทศสำหรับนักศึกษาปี 4 เทอม 1 งานต่อเนื่องจากโครงงาน
 รวบยอดเทคโนโลยีสารสนเทศ 1 (INT 361) การพัฒนาระบบสารสนเทศให้เสร็จสมบูรณ์ การทดสอบ การ
 ติดตั้ง รายงานและการนำเสนอผลงาน","Information technology capstone project for senior students, continuation of Information 
Technology capstone Project I (INT 359), complete the implementation, testing, deployment, report 
and project presentation 
Course Learning Outcomes 
1. identify and practice research ethics and responsible conduct in research 
2. plan and execute a substantial research project 
3. critical thinking and problem solving skills 
4. develop an experimental design, collection of accurate and precise data, critical analysis 
and interpretation of results 
5. present the research project in a public area and a written publication",FALSE,,
INT440,การจัดการกระบวนการทางธุรกิจ ,BUSINESS PROCESS MANAGEMENT,พื้นฐานของการจัดการกระบวนการทางธุรกิจ การกำหนดและออกแบบกระบวนการ การค้นพบกระบวนการ ภาษาและเทคนิคการจำลองกระบวนการ การวิเคราะห์กระบวนการเชิงคุณภาพ การวิเคราะห์กระบวนการเชิงปริมาณ การวิเคราะห์การไหลและการจำลองสถานการณ์ การออกแบบใหม่กระบวนการ การพัฒนาและการดำเนินกระบวนการ การเฝ้าสังเกตและการควบคุมกระบวนการ ความชาญฉลาดของกระบวนการ การทำเหมืองกระบวนการ,"Introduction to business process management, process identification and design, process 
discovery, modeling languages and techniques, qualitative process analysis, quantitative process 
analysis, flow analysis and simulation, process redesign, process implementation and execution, 
process monitoring and controlling, process intelligence, process mining.",TRUE,"1. understand business model and identify business processes by using systematic methods 
2. understand business process modeling concept, business processes and able to identify 
business process ingredients 
3. understand the concept of business process re-design, business process execution, and 
business process monitoring and control   
4. understand BPMN 2.0 and use its notations for business process modeling 
5. read business processes with BPMN 2.0 model  
6. translate business process into a model correctly in terms of syntax and semantics  
7. understand the concept of business process analysis and relevant techniques  
8. use analysis techniques for analyzing business processes and identify the problem or 
drawback of business process  
9. select and apply appropriate analysis techniques to derive performance information from 
process execution log  
10. design and execute a business process in a team  
11. use appropriate Business Process Management System to automate business processes",3(3-0-6)
INT100,,INFORMATION TECHNOLOGY FUNDAMENTALS,ความรู้ในภาพรวมของเทคโนโลยีสารสนเทศ ภาพจำลองของระบบเทคโนโลยีสารสนเทศ ความสำคัญของข้อมูลและสารสนเทศ การบริหารความซับซ้อน การใช้ระบบสารสนเทศในงานธุรกิจ ระบบสารสนเทศเพื่อการบริหารทรัพยากร ทรัพยากรบุคคล การเงิน การบัญชี การผลิต สินค้าคงคลัง พาณิชย์อิเล็กทรอนิกส์ งานขาย การบริการ การบริหารเครือข่ายผู้ผลิต และการบริหารความสัมพันธ์กับลูกค้า การใช้ระบบสารสนเทศเพื่อดำเนินกิจการ การสนับสนุนการตัดสินใจ การประกันและรักษาความมั่นคงของสารสนเทศ การเป็นนักเทคโนโลยีสารสนเทศ กระบวนการ กิจกรรม และระเบียบวิธีการในการพัฒนาซอฟต์แวร์ การบริหารโครงการ,"Pervasive themes in Information Technology, system model, data and information, 
management of complexity, using information system for business, enterprise resource 
management, human resource, financial, accounting, production, inventory management, e
commerce, sales, service, supply-chain management and customer relationship management, 
information system for operation and management, decision support, information assurance and 
security, Information Technology professionalism, software development process, activities, and 
methodology, project management Course Learning Outcomes 
1. Recognize the importance of data and information, the importance of each activity in 
software development, aware of Agile methodology and its’ benefits, and the importance of 
information assurance, security, and privacy. 
2. Understand the benefits of system modeling, the principles of modern software process, 
the management of resources, inventory, and financial in organizations, Expose to 
business processes and requirements of major business domains. 
3. Make sense of how complexity is managed. 
4. Aware of the various information systems that can be used to serve organizations to meet 
the organization’s goals and business objectives. 
79 
5. Value the qualities of Information Technology professionals such as punctuality, 
responsibility, trustworthiness, and leadership. 
6. Differentiate among phases in software development. 
7. Argue for the importance of project management as it relates to software development. ",FALSE,,
INT420,การวิเคราะห์ข้อมูลขนาดใหญ่ ,BIG DATA ANALYTICS,การประยุกต์เทคนิคทางการวิเคราะห์ข้อมูลกับข้อมูลขนาดใหญ่ แหล่งข้อมูลขนาดใหญ่ ผลกระทบของการวิเคราะห์ข้อมูลขนาดใหญ่ต่อประสิทธิภาพขององค์กร วงจรชีวิตของการวิเคราะห์ข้อมูลขนาดใหญ่ การเก็บบันทึกและการประมวลผลแบบกระจาย การชักตัวอย่างข้อมูลและการประมวลผลก่อน การทำให้เห็นภาพ การเลือกคุณลักษณะ การวัดความเหมือนและความต่าง ตัวแบบข้อมูล การเรียนรู้ของเครื่อง การวิเคราะห์กลุ่มข้อมูล การวิเคราะห์เชิงพรรณนา การวิเคราะห์เชิงทำนาย ระบบแนะนำ การวิเคราะห์ข้อมูลแบบไม่มีโครงสร้าง และการแปลผลการวิเคราะห์อย่างมีประสิทธิภาพ,"Applying data analytics in big data environments, sources of big data, Impact of large
scale data analytics on organizational performance, Big Data analytics lifecycle, Distributed data 
store and computing, Data Sampling and Preprocessing, Visualization, Variable Selection, 
Similarity and Distance measurement, Data  modeling, Machine learning, Cluster analysis, 
Descriptive analytics, Predictive analytics, Recommendation system, Unstructured data analysis, 
Efficient interpretation of the analytical results",TRUE,"1. Identify sources of large volumes of data, current social, ethical, legal, and policy issues 
caused by the large-scale data analytics, and importance of data governance for managing 
large-scale data and logical and physical access security controls to protect data. 
2. Describe how analytics can be used in major functional areas of an organization. 
3. Define and describe  
a. large-scale data challenges of volume, variety, velocity, and veracity 
b. challenges of large scale data analytics in diverse sectors such as sensor networks, 
finance, retail, genomics, and social media. 
c. an organizational problem as an analytics problem. 
d. how to best apply large-scale analytics methods and techniques in addressing strategic 
organizational problems. 
4. Compare different data platforms that can be used for processing and generating large 
data sets. 
5. Apply data preprocessing techniques—data integration, data cleansing, data 
transformation, data reduction, and a data analytics lifecycle to a case study scenario and 
appropriate data analysis methods to solve real-world problems. 
6. Discuss how to extract knowledge and insights from large and complex collections of 
digital data. 
7. Explain technical foundations of the commonly used data analysis methods. 
8. Communicate the results of data analysis to technical and management audience. 
9. List regulatory compliance rules and regulations applicable to data management. 
10. Implement data-intensive computations on cluster and cloud infrastructures 
11. Examine the impact of large-scale data analytics on organizational performance using case 
studies.",3(3-0-6)
INT491,,APPLIED COMPUTER VISION,การประมวลผลภาษาธรรมชาติเบื้องต้น การเตรียมข้อความ การแท็กส่วนของคำพูด (Part-of-Speech Tagging) การแจกแจงรูปประโยค (Parsing) การรู้จำชื่อเฉพาะ (Named Entity Recognition) การแทนคำและการเข้ารหัสคำ (Word Embedding/Encoding) โมเดลภาษา (Language Model) การวิเคราะห์ความรู้สึก (Sentiment Analysis) การจำแนกประเภทข้อความ (Text Classification) การแปลภาษาด้วยเครื่อง (Machine Translation) การสกัดสารสนเทศ (Information Extraction) ระบบตอบคำถาม (Question Answering) การสรุปข้อความ (Text Summarization) การสร้างข้อความ (Text Generation),"Introduction to Natural Language Processing, Text Preprocessing, Part-of-Speech 
Tagging, Syntactic Parsing, Named Entity Recognition (NER), Word Representations and Word 
Embeddings, Language Models, Sentiment Analysis, Text Classification, Machine Translation, 
Information Extraction, Question Answering Systems, Text Summarization, Text Generation 
Understand, design, and implement NLP applications for tasks such as sentiment 
analysis, text classification, machine translation, information extraction, question 
answering systems, text summarization, and text generation.",TRUE,,
INT491,,MULTIMEDIA TECHNOLOGY,,,TRUE,,
INT492,,BUSINESS FINANCE AND DATA ANALYTICS,"เรียนรู้จากมุมมองการบริหารและวิเคราะห์การเงินและการวิเคราะห์ข้อมูลด้วย
 เครื่องจักรกลเรียนรู้ หลักการวิเคราะห์ทางการเงินและการจัดการธุรกิจ รายงานทาง
 การเงิน การวิเคราะห์กระแสเงินสด ดัชนีชี้วัดความสามารถของธุรกิจ การวิเคราะห์เชิง
 สถิติ การประเมินความเสี่ยง การเงินระหว่างประเทศและเศรษฐศาสตร์ที่เกี่ยวข้อง การ
 ประเมินราคาหลักทรัพย์ทางการเงิน การจัดการพอร์ตการลงทุน การวิเคราะห์และ
 ท านายทางการเงินเชิงเวลาและเชิงเทคนิค  เทคนิคการจัดเตรียมและตรวจสอบข้อมูล
 เพื่อใช้เครื่องจักรกลเรียนรู้สนับสนุนในการวิเคราะห์ทางการเงินธุรกิจ","Learn the concept of financial management and the usage of data 
analytics by machine learning methods Concept of financial analysis and 
business management, financial statements and cashflow analysis, 
business performance indicators, statistical analysis, risk evaluation, 
international finance and relevant economics, security valuation, portfolio 
management, financial time series analysis and forecasting, data treatment 
and validation for machine learning to support the business financial 
analytics ",TRUE,,
INT492,,DEVSECOPS,,,TRUE,,
INT540,,DECISION SUPPORT SYSTEMS,ความรู้เบื้องต้นเกี่ยวกับระบบสนับสนุนการตัดสินใจ กระบวนการการตัดสินใจของมนุษย์ แนะน าการสร้างโมเดลและ การวิเคราะห์การตัดสินใจ แนะน าการท าประโยชน์สูงสุดและการโปรแกรมเชิงเส้น การโมเดลและการแก้ปัญหา การ โปรแกรมเชิงเส้น การวิเคราะห์ความอ่อนไหวและวิธีการซิมเพล็กซ์ การโมเดลเครือข่าย การโปรแกรมเชิงเส้นที่เป็น เลขจ านวนเต็ม การโปรแกรมเป้าหมายและกรณีมีหลายวัตถุประสงค์ การโปรแกรมแบบไม่เป็นเชิงเส้น การวิเคราะห์ การถดถอย การวิเคราะห์การแบ่งแยก การวิเคราะห์อนุกรมของเวลา ทฤษฎีแถวคอย การจ าลอง และตัวอย่างของ ระบบสนับสนุนการตัดสินใจ,"Introduction to decision support systems, human decision-making processes, introduction to 
modeling and decision analysis, introduction to optimization and linear programming, modeling and 
solving linear programming problems, sensitivity analysis and the simplex method, network 
modeling, integer linear programming, goal programming and multiple objective optimization, 
nonlinear programming, regression analysis, discrimination analysis, time series analysis, queuing 
theory, simulation, and examples of decision support systems.",TRUE,,
INT531,,SMART NETWORKING AND INTELLIGENT INFRASTRUCTURE WORKSHOP,"ความรู้และทักษะพื้นฐานในการเครือข่ายที่จำเป็นสำหรับการออกแบบ ติดตั้ง และกำหนดค่าเครือข่าย พื้นฐานและเครือข่ายส่วนบ้านไร้สายสำหรับ SMART (Stable, Management, Availability, Reliability, and Trust) Networking and Intelligent Infrastructure โดยที่จะตั้งตนเองให้เป็น สมาชิกที่เชื่อถือได้ในทีมและสามารถมีส่วนร่วมในการออกแบบเครือข่ายสำหรับองค์กรในขนาดใหญ่ทั้ง แบบใช้สายและไร้สาย โดยมีการตรวจสอบความเข้าใจในพื้นฐานการออกแบบแพลตฟอร์มเครือข่าย และ ทักษะในเรื่องของการเครือข่ายที่มีสวิตช์และโครงสร้างไฟล์รวมถึง VLANs, การเข้าถึงความมั่นคง ปลอดภัย เทคโนโลยีการสำรองข้อมูลและโครงสร้างที่เกี่ยวข้อง","Introduction Foundation networking knowledge and skills required to design, set up, 
and configure a basic Network and Wireless Local Area Network for SMART (Stable, 
Management, Availability, Reliability, and Trust) Networking and Intelligent Infrastructure. 
To position yourself as a trusted team member who can contribute to the design of 
enterprise-wide campus wired and wireless networks. To validate you understand the 
fundamentals of designing a network platform. To skills on the networking 
fundamentals of switches and file structures including VLANs, secure access, 
redundancy technologies, and framework",TRUE,,
